Zip Code,Median Income,Year
03455,60458.0,2011
03456,56917.0,2011
03457,63462.0,2011
03458,68659.0,2011
03461,65046.0,2011
03462,93450.0,2011
03464,70298.0,2011
03465,55000.0,2011
03466,86053.0,2011
03467,76336.0,2011
03470,44231.0,2011
03561,45396.0,2011
03570,38107.0,2011
03574,50430.0,2011
03575,33750.0,2011
03576,38420.0,2011
03579,34423.0,2011
03580,64850.0,2011
03581,43632.0,2011
03582,39150.0,2011
03583,53571.0,2011
03584,39620.0,2011
03585,50057.0,2011
03586,70417.0,2011
03588,55793.0,2011
03590,33056.0,2011
03592,37788.0,2011
03593,68558.0,2011
03595,47500.0,2011
03597,32917.0,2011
03598,48487.0,2011
03601,52500.0,2011
03602,57353.0,2011
03603,48422.0,2011
03604,192759.0,2011
03605,58594.0,2011
03607,40417.0,2011
03608,61375.0,2011
03609,56442.0,2011
03740,46618.0,2011
03741,62243.0,2011
03743,39670.0,2011
03745,69091.0,2011
03746,73393.0,2011
03748,71645.0,2011
03750,107885.0,2011
03751,82000.0,2011
03752,52344.0,2011
03753,89125.0,2011
03755,90893.0,2011
03765,24694.0,2011
03766,54716.0,2011
03768,92143.0,2011
03770,111771.0,2011
03771,56080.0,2011
03773,47040.0,2011
03774,45110.0,2011
03777,73875.0,2011
03779,79063.0,2011
03780,43846.0,2011
03781,89881.0,2011
03782,66519.0,2011
03784,57227.0,2011
03785,48661.0,2011
03801,65230.0,2011
03809,60538.0,2011
03810,58750.0,2011
03811,81515.0,2011
03812,40038.0,2011
03813,50152.0,2011
03814,46462.0,2011
03816,58194.0,2011
03817,53676.0,2011
03818,39141.0,2011
03819,80665.0,2011
03820,57570.0,2011
03823,82083.0,2011
03824,69333.0,2011
03825,79892.0,2011
03826,92833.0,2011
03827,85313.0,2011
03830,29634.0,2011
03832,57917.0,2011
03833,76180.0,2011
03835,54266.0,2011
03836,47375.0,2011
03837,40833.0,2011
03838,45455.0,2011
03839,56773.0,2011
03840,79205.0,2011
03841,87500.0,2011
03842,70234.0,2011
03844,114375.0,2011
03845,49338.0,2011
03846,65852.0,2011
03847,77857.0,2011
03848,69659.0,2011
03849,54583.0,2011
03850,51364.0,2011
03851,59514.0,2011
03852,41786.0,2011
03853,69167.0,2011
03854,103462.0,2011
03855,82212.0,2011
03856,123333.0,2011
03857,62685.0,2011
03858,87610.0,2011
03860,44429.0,2011
03861,73448.0,2011
03862,75268.0,2011
03864,43050.0,2011
03865,72869.0,2011
03867,52268.0,2011
03868,51638.0,2011
03869,65625.0,2011
03870,90494.0,2011
03871,47679.0,2011
03872,46071.0,2011
03873,82390.0,2011
