Zip Code,Median Income,Year
00601,13495.0,2012
00602,15106.0,2012
00603,15079.0,2012
00606,12098.0,2012
00610,16923.0,2012
00612,18111.0,2012
00616,16279.0,2012
00617,15114.0,2012
00622,12059.0,2012
00623,16447.0,2012
00624,15500.0,2012
00627,17762.0,2012
00631,11651.0,2012
00637,15882.0,2012
00638,13735.0,2012
00641,14620.0,2012
00646,28530.0,2012
00647,14533.0,2012
00650,16166.0,2012
00652,10423.0,2012
00653,13292.0,2012
00656,14669.0,2012
00659,18669.0,2012
00660,20428.0,2012
00662,14735.0,2012
00664,17048.0,2012
00667,13843.0,2012
00669,12063.0,2012
00670,14438.0,2012
00674,17560.0,2012
00676,14362.0,2012
00677,16590.0,2012
00678,13975.0,2012
00680,14877.0,2012
00682,15312.0,2012
00683,15412.0,2012
00685,13705.0,2012
00687,14596.0,2012
00688,14306.0,2012
00690,17208.0,2012
00692,18145.0,2012
00693,16230.0,2012
00694,9500.0,2012
00698,14810.0,2012
00703,13687.0,2012
00704,13327.0,2012
00705,15930.0,2012
00707,16043.0,2012
00714,16114.0,2012
00715,15029.0,2012
00716,18845.0,2012
00717,14178.0,2012
00718,16655.0,2012
00719,16062.0,2012
00720,14274.0,2012
00723,14777.0,2012
00725,20944.0,2012
00727,28864.0,2012
00728,18849.0,2012
00729,23574.0,2012
00730,16595.0,2012
00731,14974.0,2012
00735,20543.0,2012
00736,20874.0,2012
00738,21779.0,2012
00739,24295.0,2012
00740,11429.0,2012
00741,17192.0,2012
00745,22931.0,2012
00751,13323.0,2012
00754,18029.0,2012
00757,18024.0,2012
00765,16747.0,2012
00766,15859.0,2012
00767,17965.0,2012
00769,16799.0,2012
00771,19198.0,2012
00772,16151.0,2012
00773,20084.0,2012
00775,16375.0,2012
00777,19053.0,2012
00778,27859.0,2012
00780,23491.0,2012
00782,12503.0,2012
00783,15813.0,2012
00784,17680.0,2012
00786,23214.0,2012
00791,20336.0,2012
00794,14786.0,2012
00795,17006.0,2012
00901,15608.0,2012
00906,32500.0,2012
00907,32025.0,2012
00909,14912.0,2012
00911,28578.0,2012
00912,18934.0,2012
00913,7892.0,2012
00915,12926.0,2012
00917,17017.0,2012
00918,28710.0,2012
00920,25191.0,2012
00921,19079.0,2012
00923,16164.0,2012
00924,19720.0,2012
00925,14209.0,2012
00926,36008.0,2012
00927,34633.0,2012
00934,64398.0,2012
00949,25173.0,2012
00951,10500.0,2012
00952,17856.0,2012
00953,27554.0,2012
00956,22374.0,2012
00957,22484.0,2012
00959,26612.0,2012
00961,30952.0,2012
00962,15565.0,2012
00965,14874.0,2012
00966,52813.0,2012
00968,40000.0,2012
00969,50728.0,2012
00971,22550.0,2012
00976,30525.0,2012
00979,39747.0,2012
00982,25489.0,2012
00983,27121.0,2012
00985,26653.0,2012
00987,32364.0,2012
01001,63682.0,2012
01002,56175.0,2012
01003,165865.0,2012
01005,75856.0,2012
01007,77617.0,2012
01008,78313.0,2012
01009,48472.0,2012
01010,79891.0,2012
01011,59732.0,2012
01012,56033.0,2012
01013,41612.0,2012
01020,51438.0,2012
01022,57750.0,2012
01026,51932.0,2012
01027,57134.0,2012
01028,82451.0,2012
01029,61250.0,2012
01030,73611.0,2012
01031,46650.0,2012
01032,65833.0,2012
01033,72731.0,2012
01034,70625.0,2012
01035,77891.0,2012
01036,82417.0,2012
01037,115250.0,2012
01038,61346.0,2012
01039,74464.0,2012
01040,34961.0,2012
01050,64271.0,2012
01053,67031.0,2012
01054,76875.0,2012
01056,60774.0,2012
